Year,NOC,Sex,Sport,Bronze,Gold,Silver,participates
1984,CAN,M,Swimming,2,3,2,19
1988,CAN,M,Swimming,0,0,1,19
1992,CAN,M,Swimming,1,1,0,16
1996,CAN,M,Swimming,2,0,0,8
2000,CAN,M,Swimming,1,0,0,16
2004,CAN,M,Swimming,0,0,0,14
2008,CAN,M,Swimming,1,0,0,15
2012,CAN,M,Swimming,2,0,1,14
2016,CAN,M,Swimming,0,0,0,10
2020,CAN,M,Swimming,0,0,0,10
2024,CAN,M,Swimming,2,0,1,12
1988,CAN,M,Table Tennis,0,0,0,2
1992,CAN,M,Table Tennis,0,0,0,1
1996,CAN,M,Table Tennis,0,0,0,2
2000,CAN,M,Table Tennis,0,0,0,2
2004,CAN,M,Table Tennis,0,0,0,2
2008,CAN,M,Table Tennis,0,0,0,3
2012,CAN,M,Table Tennis,0,0,0,3
2016,CAN,M,Table Tennis,0,0,0,1
2020,CAN,M,Table Tennis,0,0,0,2
2024,CAN,M,Table Tennis,0,0,0,3
2008,CAN,M,Taekwondo,0,0,0,1
2012,CAN,M,Taekwondo,0,0,0,2
1908,CAN,M,Tennis,0,0,0,3
1988,CAN,M,Tennis,0,0,0,4
1992,CAN,M,Tennis,0,0,0,3
1996,CAN,M,Tennis,0,0,0,3
2000,CAN,M,Tennis,0,1,0,2
2004,CAN,M,Tennis,0,0,0,2
2008,CAN,M,Tennis,0,0,0,3
2012,CAN,M,Tennis,0,0,0,3
2016,CAN,M,Tennis,0,0,0,2
2020,CAN,M,Tennis,0,0,0,1
2024,CAN,M,Tennis,0,0,0,2
2000,CAN,M,Triathlon,0,1,0,1
2004,CAN,M,Triathlon,0,0,0,2
2008,CAN,M,Triathlon,0,0,1,3
2012,CAN,M,Triathlon,0,0,0,3
2016,CAN,M,Triathlon,0,0,0,2
2020,CAN,M,Triathlon,0,0,0,3
2024,CAN,M,Triathlon,0,0,0,2
1976,CAN,M,Volleyball,0,0,0,12
1984,CAN,M,Volleyball,0,0,0,12
1992,CAN,M,Volleyball,0,0,0,12
1996,CAN,M,Volleyball,1,0,0,4
2000,CAN,M,Volleyball,0,0,0,4
2004,CAN,M,Volleyball,0,0,0,2
2012,CAN,M,Volleyball,0,0,0,2
2016,CAN,M,Volleyball,0,0,0,16
2020,CAN,M,Volleyball,0,0,0,12
2024,CAN,M,Volleyball,0,0,0,15
1972,CAN,M,Water Polo,0,0,0,11
1976,CAN,M,Water Polo,0,0,0,11
1984,CAN,M,Water Polo,0,0,0,13
2008,CAN,M,Water Polo,0,0,0,13
1948,CAN,M,Weightlifting,0,0,0,5
1952,CAN,M,Weightlifting,0,0,1,5
1956,CAN,M,Weightlifting,0,0,0,3
1960,CAN,M,Weightlifting,0,0,0,3
1964,CAN,M,Weightlifting,0,0,0,3
1968,CAN,M,Weightlifting,0,0,0,4
1972,CAN,M,Weightlifting,0,0,0,4
1976,CAN,M,Weightlifting,0,0,0,4
1984,CAN,M,Weightlifting,0,0,1,7
1988,CAN,M,Weightlifting,0,0,0,3
1992,CAN,M,Weightlifting,0,0,0,2
1996,CAN,M,Weightlifting,0,0,0,2
2000,CAN,M,Weightlifting,0,0,0,1
2004,CAN,M,Weightlifting,0,0,0,1
2008,CAN,M,Weightlifting,0,0,0,2
2016,CAN,M,Weightlifting,0,0,0,1
2020,CAN,M,Weightlifting,0,0,0,1
2024,CAN,M,Weightlifting,0,0,0,1
1904,CAN,M,Wrestling,0,0,0,1
1908,CAN,M,Wrestling,1,0,0,1
1920,CAN,M,Wrestling,0,0,0,1
1924,CAN,M,Wrestling,0,0,0,5
1928,CAN,M,Wrestling,2,0,1,5
1932,CAN,M,Wrestling,0,0,1,6
1936,CAN,M,Wrestling,1,0,0,5
1948,CAN,M,Wrestling,0,0,0,6
1952,CAN,M,Wrestling,0,0,0,4
1956,CAN,M,Wrestling,0,0,0,2
1960,CAN,M,Wrestling,0,0,0,3
1964,CAN,M,Wrestling,0,0,0,4
1968,CAN,M,Wrestling,0,0,0,7
1972,CAN,M,Wrestling,0,0,0,9
1976,CAN,M,Wrestling,0,0,0,15
1984,CAN,M,Wrestling,1,0,1,13
1988,CAN,M,Wrestling,0,0,0,11
1992,CAN,M,Wrestling,0,0,1,13
1996,CAN,M,Wrestling,0,0,1,14
2000,CAN,M,Wrestling,0,1,0,4
2004,CAN,M,Wrestling,0,0,0,3
2008,CAN,M,Wrestling,0,0,0,6
2012,CAN,M,Wrestling,0,0,0,5
2016,CAN,M,Wrestling,0,0,0,2
2020,CAN,M,Wrestling,0,0,0,2
2024,CAN,M,Wrestling,0,0,0,2
1988,CAY,F,Athletics,0,0,0,1
1996,CAY,F,Athletics,0,0,0,1
2000,CAY,F,Athletics,0,0,0,1
2004,CAY,F,Athletics,0,0,0,1
2008,CAY,F,Athletics,0,0,0,1
2020,CAY,F,Athletics,0,0,0,1
1984,CAY,F,Cycling,0,0,0,1
2020,CAY,F,Gymnastics,0,0,0,1
2000,CAY,F,Sailing,0,0,0,1
2016,CAY,F,Sailing,0,0,0,1
2024,CAY,F,Sailing,0,0,0,1
2004,CAY,F,Swimming,0,0,0,1
2016,CAY,F,Swimming,0,0,0,1
2020,CAY,F,Swimming,0,0,0,1
2024,CAY,F,Swimming,0,0,0,1
1988,CAY,M,Athletics,0,0,0,1
1992,CAY,M,Athletics,0,0,0,1
2000,CAY,M,Athletics,0,0,0,1
2004,CAY,M,Athletics,0,0,0,1
2008,CAY,M,Athletics,0,0,0,1
2012,CAY,M,Athletics,0,0,0,2
2016,CAY,M,Athletics,0,0,0,2
2020,CAY,M,Athletics,0,0,0,1
2024,CAY,M,Athletics,0,0,0,1
1984,CAY,M,Cycling,0,0,0,5
1988,CAY,M,Cycling,0,0,0,6
1992,CAY,M,Cycling,0,0,0,6
1996,CAY,M,Cycling,0,0,0,1
1976,CAY,M,Sailing,0,0,0,2
1984,CAY,M,Sailing,0,0,0,2
1992,CAY,M,Sailing,0,0,0,3
1996,CAY,M,Sailing,0,0,0,7
2004,CAY,M,Swimming,0,0,0,2
2008,CAY,M,Swimming,0,0,0,2
2012,CAY,M,Swimming,0,0,0,2
2016,CAY,M,Swimming,0,0,0,1
2020,CAY,M,Swimming,0,0,0,1
2024,CAY,M,Swimming,0,0,0,1
1984,CGO,F,Athletics,0,0,0,1
1988,CGO,F,Athletics,0,0,0,2
1992,CGO,F,Athletics,0,0,0,1
1996,CGO,F,Athletics,0,0,0,1
2000,CGO,F,Athletics,0,0,0,1
2004,CGO,F,Athletics,0,0,0,1
2008,CGO,F,Athletics,0,0,0,1
2012,CGO,F,Athletics,0,0,0,1
2016,CGO,F,Athletics,0,0,0,1
2020,CGO,F,Athletics,0,0,0,1
2024,CGO,F,Athletics,0,0,0,1
1980,CGO,F,Handball,0,0,0,14
2004,CGO,F,Judo,0,0,0,1
1996,CGO,F,Swimming,0,0,0,1
2000,CGO,F,Swimming,0,0,0,1
2004,CGO,F,Swimming,0,0,0,1
2012,CGO,F,Swimming,0,0,0,1
2016,CGO,F,Swimming,0,0,0,1
2020,CGO,F,Swimming,0,0,0,1
2024,CGO,F,Swimming,0,0,0,1
2008,CGO,F,Table Tennis,0,0,0,1
2012,CGO,F,Table Tennis,0,0,0,1
2016,CGO,F,Table Tennis,0,0,0,1
1964,CGO,M,Athletics,0,0,0,2
1972,CGO,M,Athletics,0,0,0,6
1980,CGO,M,Athletics,0,0,0,6
1984,CGO,M,Athletics,0,0,0,5
1988,CGO,M,Athletics,0,0,0,5
1992,CGO,M,Athletics,0,0,0,5
1996,CGO,M,Athletics,0,0,0,1
2000,CGO,M,Athletics,0,0,0,1
2008,CGO,M,Athletics,0,0,0,1
2012,CGO,M,Athletics,0,0,0,1
2016,CGO,M,Athletics,0,0,0,1
2020,CGO,M,Athletics,0,0,0,1
1980,CGO,M,Boxing,0,0,0,3
2016,CGO,M,Boxing,0,0,0,2
2004,CGO,M,Fencing,0,0,0,1
1984,CGO,M,Judo,0,0,0,3
1996,CGO,M,Judo,0,0,0,1
2000,CGO,M,Judo,0,0,0,1
2016,CGO,M,Judo,0,0,0,1
1992,CGO,M,Swimming,0,0,0,1
1996,CGO,M,Swimming,0,0,0,1
2000,CGO,M,Swimming,0,0,0,1
2004,CGO,M,Swimming,0,0,0,1
2008,CGO,M,Swimming,0,0,0,1
2012,CGO,M,Swimming,0,0,0,1
2016,CGO,M,Swimming,0,0,0,1
2024,CGO,M,Swimming,0,0,0,1
2008,CGO,M,Table Tennis,0,0,0,1
2012,CGO,M,Table Tennis,0,0,0,2
2016,CGO,M,Table Tennis,0,0,0,2
2024,CGO,M,Table Tennis,0,0,0,1
2020,CHA,F,Archery,0,0,0,1
1992,CHA,F,Athletics,0,0,0,1
1996,CHA,F,Athletics,0,0,0,1
2000,CHA,F,Athletics,0,0,0,1
2004,CHA,F,Athletics,0,0,0,1
2008,CHA,F,Athletics,0,0,0,1
2012,CHA,F,Athletics,0,0,0,1
2016,CHA,F,Athletics,0,0,0,1
2012,CHA,F,Judo,0,0,0,1
2020,CHA,F,Judo,0,0,0,1
2024,CHA,F,Judo,0,0,0,1
2024,CHA,M,Archery,0,0,0,1
1964,CHA,M,Athletics,0,0,0,2
1968,CHA,M,Athletics,0,0,0,3
1972,CHA,M,Athletics,0,0,0,3
1984,CHA,M,Athletics,0,0,0,3
1988,CHA,M,Athletics,0,0,0,6
1992,CHA,M,Athletics,0,0,0,3
1996,CHA,M,Athletics,0,0,0,3
2000,CHA,M,Athletics,0,0,0,1
2008,CHA,M,Athletics,0,0,0,1
2016,CHA,M,Athletics,0,0,0,1
2020,CHA,M,Athletics,0,0,0,1
2024,CHA,M,Athletics,0,0,0,1
1972,CHA,M,Boxing,0,0,0,1
1992,CHA,M,Judo,0,0,0,2
2000,CHI,F,Archery,0,0,0,1
2012,CHI,F,Archery,0,0,0,1
1936,CHI,F,Athletics,0,0,0,1
1948,CHI,F,Athletics,0,0,0,4
1952,CHI,F,Athletics,0,0,0,4
1956,CHI,F,Athletics,0,0,1,1
1960,CHI,F,Athletics,0,0,0,1
1968,CHI,F,Athletics,0,0,0,2
1972,CHI,F,Athletics,0,0,0,1
1984,CHI,F,Athletics,0,0,0,2
1996,CHI,F,Athletics,0,0,0,1
2000,CHI,F,Athletics,0,0,0,1
2004,CHI,F,Athletics,0,0,0,2
2008,CHI,F,Athletics,0,0,0,1
2012,CHI,F,Athletics,0,0,0,4
2016,CHI,F,Athletics,0,0,0,5
2020,CHI,F,Athletics,0,0,0,1
2024,CHI,F,Athletics,0,0,0,3
2020,CHI,F,Canoeing,0,0,0,2
2024,CHI,F,Canoeing,0,0,0,3
2008,CHI,F,Cycling,0,0,0,1
2012,CHI,F,Cycling,0,0,0,1
2016,CHI,F,Cycling,0,0,0,1
2020,CHI,F,Cycling,0,0,0,2
2024,CHI,F,Cycling,0,0,0,2
1956,CHI,F,Diving,0,0,0,1
1972,CHI,F,Equestrianism,0,0,0,1
2020,CHI,F,Equestrianism,0,0,0,1
2000,CHI,F,Fencing,0,0,0,1
2012,CHI,F,Fencing,0,0,0,1
2020,CHI,F,Fencing,0,0,0,1
2024,CHI,F,Fencing,0,0,0,1
2020,CHI,F,Football,0,0,0,22
2012,CHI,F,Gymnastics,0,0,0,1
2016,CHI,F,Gymnastics,0,0,0,1
2020,CHI,F,Gymnastics,0,0,0,1
2020,CHI,F,Judo,0,0,0,1
2024,CHI,F,Judo,0,0,0,1
2000,CHI,F,Rowing,0,0,0,1
2004,CHI,F,Rowing,0,0,0,1
2008,CHI,F,Rowing,0,0,0,1
2016,CHI,F,Rowing,0,0,0,2
2024,CHI,F,Rowing,0,0,0,2
1992,CHI,F,Sailing,0,0,0,1
2016,CHI,F,Sailing,0,0,0,4
2024,CHI,F,Sailing,0,0,0,1
2012,CHI,F,Shooting,0,0,0,1
2016,CHI,F,Shooting,0,0,0,1
2020,CHI,F,Shooting,0,0,0,1
2024,CHI,F,Shooting,0,1,0,1
2020,CHI,F,Skateboarding,0,0,0,1
2004,CHI,F,Swimming,0,0,0,1
2008,CHI,F,Swimming,0,0,0,1
2012,CHI,F,Swimming,0,0,0,1
2016,CHI,F,Swimming,0,0,0,1
2020,CHI,F,Swimming,0,0,0,1
2024,CHI,F,Swimming,0,0,0,1
1988,CHI,F,Table Tennis,0,0,0,1
1992,CHI,F,Table Tennis,0,0,0,1
1996,CHI,F,Table Tennis,0,0,0,2
2000,CHI,F,Table Tennis,0,0,0,3
2004,CHI,F,Table Tennis,0,0,0,2
2012,CHI,F,Table Tennis,0,0,0,1
2020,CHI,F,Table Tennis,0,0,0,1
2024,CHI,F,Table Tennis,0,0,0,2
2012,CHI,F,Taekwondo,0,0,0,1
2024,CHI,F,Taekwondo,0,0,0,1
1992,CHI,F,Tennis,0,0,0,1
1996,CHI,F,Tennis,0,0,0,2
2008,CHI,F,Triathlon,0,0,0,1
2012,CHI,F,Triathlon,0,0,0,1
2016,CHI,F,Triathlon,0,0,0,1
2020,CHI,F,Triathlon,0,0,0,1
2008,CHI,F,Weightlifting,0,0,0,1
2012,CHI,F,Weightlifting,0,0,0,1
2016,CHI,F,Weightlifting,0,0,0,1
2020,CHI,F,Weightlifting,0,0,0,1
2016,CHI,M,Archery,0,0,0,1
2020,CHI,M,Archery,0,0,0,1
2024,CHI,M,Archery,0,0,0,1
1912,CHI,M,Athletics,0,0,0,6
1920,CHI,M,Athletics,0,0,0,2
1924,CHI,M,Athletics,0,0,0,3
1928,CHI,M,Athletics,0,0,1,8
1936,CHI,M,Athletics,0,0,0,9
1948,CHI,M,Athletics,0,0,0,11
1952,CHI,M,Athletics,0,0,0,11
1956,CHI,M,Athletics,0,0,0,5
1960,CHI,M,Athletics,0,0,0,3
1964,CHI,M,Athletics,0,0,0,3
1968,CHI,M,Athletics,0,0,0,6
1972,CHI,M,Athletics,0,0,0,1
1976,CHI,M,Athletics,0,0,0,1
1984,CHI,M,Athletics,0,0,0,4
1988,CHI,M,Athletics,0,0,0,5
1992,CHI,M,Athletics,0,0,0,3
1996,CHI,M,Athletics,0,0,0,3
2000,CHI,M,Athletics,0,0,0,6
2004,CHI,M,Athletics,0,0,0,1
2008,CHI,M,Athletics,0,0,0,5
2012,CHI,M,Athletics,0,0,0,4
2016,CHI,M,Athletics,0,0,0,5
2020,CHI,M,Athletics,0,0,0,2
2024,CHI,M,Athletics,0,0,0,6
1936,CHI,M,Basketball,0,0,0,7
1948,CHI,M,Basketball,0,0,0,12
1952,CHI,M,Basketball,0,0,0,13
1956,CHI,M,Basketball,0,0,0,11
1924,CHI,M,Boxing,0,0,0,4
1928,CHI,M,Boxing,0,0,0,4
1936,CHI,M,Boxing,0,0,0,4
1948,CHI,M,Boxing,0,0,0,5
1956,CHI,M,Boxing,2,0,1,3
1960,CHI,M,Boxing,0,0,0,3
1964,CHI,M,Boxing,0,0,0,4
1968,CHI,M,Boxing,0,0,0,6
1972,CHI,M,Boxing,0,0,0,3
1992,CHI,M,Boxing,0,0,0,1
1996,CHI,M,Boxing,0,0,0,1
2004,CHI,M,Canoeing,0,0,0,1
2008,CHI,M,Canoeing,0,0,0,1
1912,CHI,M,Cycling,0,0,0,4
1924,CHI,M,Cycling,0,0,0,3
1928,CHI,M,Cycling,0,0,0,5
1936,CHI,M,Cycling,0,0,0,4
1948,CHI,M,Cycling,0,0,0,4
1952,CHI,M,Cycling,0,0,0,4
1956,CHI,M,Cycling,0,0,0,2
1976,CHI,M,Cycling,0,0,0,2
1984,CHI,M,Cycling,0,0,0,7
1992,CHI,M,Cycling,0,0,0,1
1996,CHI,M,Cycling,0,0,0,5
2000,CHI,M,Cycling,0,0,0,2
2004,CHI,M,Cycling,0,0,0,3
2008,CHI,M,Cycling,0,0,0,4
2012,CHI,M,Cycling,0,0,0,2
2016,CHI,M,Cycling,0,0,0,1
2020,CHI,M,Cycling,0,0,0,1
2024,CHI,M,Cycling,0,0,0,2
1948,CHI,M,Diving,0,0,0,1
1956,CHI,M,Diving,0,0,0,1
1912,CHI,M,Equestrianism,0,0,0,2
1952,CHI,M,Equestrianism,0,0,2,9
1964,CHI,M,Equestrianism,0,0,0,1
1968,CHI,M,Equestrianism,0,0,0,3
1972,CHI,M,Equestrianism,0,0,0,2
1984,CHI,M,Equestrianism,0,0,0,4
2000,CHI,M,Equestrianism,0,0,0,2
2008,CHI,M,Equestrianism,0,0,0,1
2012,CHI,M,Equestrianism,0,0,0,4
2016,CHI,M,Equestrianism,0,0,0,1
2020,CHI,M,Equestrianism,0,0,0,1
2024,CHI,M,Equestrianism,0,0,0,1
1924,CHI,M,Fencing,0,0,0,1
1928,CHI,M,Fencing,0,0,0,6
1936,CHI,M,Fencing,0,0,0,7
1948,CHI,M,Fencing,0,0,0,3
1964,CHI,M,Fencing,0,0,0,3
1976,CHI,M,Fencing,0,0,0,1
1996,CHI,M,Fencing,0,0,0,1
2004,CHI,M,Fencing,0,0,0,1
2008,CHI,M,Fencing,0,0,0,1
2012,CHI,M,Fencing,0,0,0,1
1928,CHI,M,Football,0,0,0,11
1952,CHI,M,Football,0,0,0,11
1984,CHI,M,Football,0,0,0,14
2000,CHI,M,Football,1,0,0,17
2016,CHI,M,Golf,0,0,0,1
2020,CHI,M,Golf,0,0,0,2
2024,CHI,M,Golf,0,0,0,2
2012,CHI,M,Gymnastics,0,0,0,1
2016,CHI,M,Gymnastics,0,0,0,1
2020,CHI,M,Gymnastics,0,0,0,1
1984,CHI,M,Judo,0,0,0,1
2000,CHI,M,Judo,0,0,0,1
2004,CHI,M,Judo,0,0,0,1
2008,CHI,M,Judo,0,0,0,1
2012,CHI,M,Judo,0,0,0,1
2016,CHI,M,Judo,0,0,0,1
2024,CHI,M,Judo,0,0,0,1
1948,CHI,M,Modern Pentathlon,0,0,0,2
1952,CHI,M,Modern Pentathlon,0,0,0,3
1956,CHI,M,Modern Pentathlon,0,0,0,3
1964,CHI,M,Modern Pentathlon,0,0,0,1
1988,CHI,M,Modern Pentathlon,0,0,0,3
2008,CHI,M,Modern Pentathlon,0,0,0,1
2012,CHI,M,Modern Pentathlon,0,0,0,1
2020,CHI,M,Modern Pentathlon,0,0,0,1
2024,CHI,M,Modern Pentathlon,0,0,0,1
1952,CHI,M,Rowing,0,0,0,1
1956,CHI,M,Rowing,0,0,0,3
1972,CHI,M,Rowing,0,0,0,1
1984,CHI,M,Rowing,0,0,0,9
1988,CHI,M,Rowing,0,0,0,2
2000,CHI,M,Rowing,0,0,0,5
2004,CHI,M,Rowing,0,0,0,1
2008,CHI,M,Rowing,0,0,0,1
2012,CHI,M,Rowing,0,0,0,1
2016,CHI,M,Rowing,0,0,0,2
2020,CHI,M,Rowing,0,0,0,2
2024,CHI,M,Rowing,0,0,0,2
1936,CHI,M,Sailing,0,0,0,1
1984,CHI,M,Sailing,0,0,0,7
1988,CHI,M,Sailing,0,0,0,3
1996,CHI,M,Sailing,0,0,0,1
2004,CHI,M,Sailing,0,0,0,1
2008,CHI,M,Sailing,0,0,0,1
2012,CHI,M,Sailing,0,0,0,3
2016,CHI,M,Sailing,0,0,0,5
2020,CHI,M,Sailing,0,0,0,1
2024,CHI,M,Sailing,0,0,0,1
1912,CHI,M,Shooting,0,0,0,2
1936,CHI,M,Shooting,0,0,0,3
1948,CHI,M,Shooting,0,0,0,4
1952,CHI,M,Shooting,0,0,0,2
1956,CHI,M,Shooting,0,0,0,3
1960,CHI,M,Shooting,0,0,0,2
1964,CHI,M,Shooting,0,0,0,3
1968,CHI,M,Shooting,0,0,0,4
1972,CHI,M,Shooting,0,0,0,2
1976,CHI,M,Shooting,0,0,0,3
1984,CHI,M,Shooting,0,0,0,4
1988,CHI,M,Shooting,0,0,1,1
1992,CHI,M,Shooting,0,0,0,2
1996,CHI,M,Shooting,0,0,0,1
2000,CHI,M,Shooting,0,0,0,2
2004,CHI,M,Shooting,0,0,0,1
2008,CHI,M,Shooting,0,0,0,1
2024,CHI,M,Shooting,0,0,0,1
2020,CHI,M,Surfing,0,0,0,1
1928,CHI,M,Swimming,0,0,0,4
1936,CHI,M,Swimming,0,0,0,4
1952,CHI,M,Swimming,0,0,0,1
1996,CHI,M,Swimming,0,0,0,1
2000,CHI,M,Swimming,0,0,0,2
2004,CHI,M,Swimming,0,0,0,2
2008,CHI,M,Swimming,0,0,0,1
2016,CHI,M,Swimming,0,0,0,1
2020,CHI,M,Swimming,0,0,0,1
2024,CHI,M,Swimming,0,0,0,1
1988,CHI,M,Table Tennis,0,0,0,2
1992,CHI,M,Table Tennis,0,0,0,2
1996,CHI,M,Table Tennis,0,0,0,2
2000,CHI,M,Table Tennis,0,0,0,2
2004,CHI,M,Table Tennis,0,0,0,2
2024,CHI,M,Table Tennis,0,0,0,1
2000,CHI,M,Taekwondo,0,0,0,1
2016,CHI,M,Taekwondo,0,0,0,1
2024,CHI,M,Taekwondo,0,0,0,1
1924,CHI,M,Tennis,0,0,0,2
2000,CHI,M,Tennis,0,0,0,2
2004,CHI,M,Tennis,1,2,0,2
2008,CHI,M,Tennis,0,0,1,2
2016,CHI,M,Tennis,0,0,0,2
2020,CHI,M,Tennis,0,0,0,1
2024,CHI,M,Tennis,0,0,0,3
2000,CHI,M,Triathlon,0,0,0,1
2012,CHI,M,Triathlon,0,0,0,1
2020,CHI,M,Triathlon,0,0,0,1
2024,CHI,M,Triathlon,0,0,0,2
2016,CHI,M,Volleyball,0,0,0,2
2020,CHI,M,Volleyball,0,0,0,2
2024,CHI,M,Volleyball,0,0,0,2
1948,CHI,M,Water Polo,0,0,0,8
1996,CHI,M,Weightlifting,0,0,0,1
2012,CHI,M,Weightlifting,0,0,0,1
2016,CHI,M,Weightlifting,0,0,0,1
2020,CHI,M,Weightlifting,0,0,0,1
2012,CHI,M,Wrestling,0,0,0,1
2020,CHI,M,Wrestling,0,0,0,1
2024,CHI,M,Wrestling,0,0,1,2
1984,CHN,F,Archery,0,0,1,3
1988,CHN,F,Archery,0,0,0,3
1992,CHN,F,Archery,0,0,1,3
1996,CHN,F,Archery,0,0,1,3
2000,CHN,F,Archery,0,0,0,3
2004,CHN,F,Archery,0,0,1,3
2008,CHN,F,Archery,0,1,1,3
2012,CHN,F,Archery,0,0,1,3
2016,CHN,F,Archery,0,0,0,3
2020,CHN,F,Archery,0,0,0,3
2024,CHN,F,Archery,0,0,1,3
1948,CHN,F,Art Competitions,0,0,0,1
1936,CHN,F,Athletics,0,0,0,1
1984,CHN,F,Athletics,0,0,0,9
1988,CHN,F,Athletics,1,0,0,28
1992,CHN,F,Athletics,2,1,1,22
1996,CHN,F,Athletics,1,1,2,17
2000,CHN,F,Athletics,0,1,0,20
2004,CHN,F,Athletics,0,1,0,32
2008,CHN,F,Athletics,2,0,0,38
2012,CHN,F,Athletics,3,0,0,24
2016,CHN,F,Athletics,1,1,1,27
2020,CHN,F,Athletics,1,2,1,28
2024,CHN,F,Athletics,2,1,1,26
1992,CHN,F,Badminton,2,0,1,6
1996,CHN,F,Badminton,1,1,0,11
2000,CHN,F,Badminton,2,3,1,10
2004,CHN,F,Badminton,1,3,1,9
2008,CHN,F,Badminton,1,2,1,10
2012,CHN,F,Badminton,0,2,2,8
2016,CHN,F,Badminton,0,0,0,8
2020,CHN,F,Badminton,0,2,2,7
2024,CHN,F,Badminton,0,1,2,8
1984,CHN,F,Basketball,1,0,0,12
1988,CHN,F,Basketball,0,0,0,10
1992,CHN,F,Basketball,0,0,1,11
1996,CHN,F,Basketball,0,0,0,12
2004,CHN,F,Basketball,0,0,0,12
2008,CHN,F,Basketball,0,0,0,12
2012,CHN,F,Basketball,0,0,0,12
2016,CHN,F,Basketball,0,0,0,12
2020,CHN,F,Basketball,1,0,0,16
2024,CHN,F,Basketball,0,0,0,16
2012,CHN,F,Boxing,1,0,1,3
2016,CHN,F,Boxing,2,0,1,3
2020,CHN,F,Boxing,0,0,2,3
2024,CHN,F,Boxing,0,3,2,6
2024,CHN,F,Breaking,1,0,0,2
1992,CHN,F,Canoeing,0,0,0,4
1996,CHN,F,Canoeing,0,0,0,6
2004,CHN,F,Canoeing,0,0,0,6
2008,CHN,F,Canoeing,0,0,0,7
2012,CHN,F,Canoeing,0,0,0,7
2016,CHN,F,Canoeing,0,0,0,6
2020,CHN,F,Canoeing,0,1,0,11
2024,CHN,F,Canoeing,0,1,0,11
1984,CHN,F,Cycling,0,0,0,3
1988,CHN,F,Cycling,0,0,0,4
1992,CHN,F,Cycling,0,0,0,2
1996,CHN,F,Cycling,0,0,0,5
2000,CHN,F,Cycling,1,0,0,3
2004,CHN,F,Cycling,0,0,1,5
2008,CHN,F,Cycling,1,0,0,7
2012,CHN,F,Cycling,1,0,2,8
2016,CHN,F,Cycling,0,1,0,8
2020,CHN,F,Cycling,0,1,0,6
2024,CHN,F,Cycling,0,1,0,9
1984,CHN,F,Diving,0,1,0,4
1988,CHN,F,Diving,0,2,1,4
1992,CHN,F,Diving,0,2,0,4
1996,CHN,F,Diving,0,2,0,3
2000,CHN,F,Diving,0,2,3,4
2004,CHN,F,Diving,0,3,2,4
2008,CHN,F,Diving,2,4,0,4
2012,CHN,F,Diving,0,4,1,5
2016,CHN,F,Diving,0,4,2,7
2020,CHN,F,Diving,0,4,2,5
2024,CHN,F,Diving,1,4,1,4
2008,CHN,F,Equestrianism,0,0,0,1
1984,CHN,F,Fencing,0,1,0,5
1988,CHN,F,Fencing,0,0,0,5
1992,CHN,F,Fencing,0,0,1,5
1996,CHN,F,Fencing,0,0,0,4
2000,CHN,F,Fencing,1,0,0,7
2004,CHN,F,Fencing,0,0,1,7
2008,CHN,F,Fencing,0,0,1,10
2012,CHN,F,Fencing,1,1,0,7
2016,CHN,F,Fencing,1,0,1,7
2020,CHN,F,Fencing,0,1,0,9
2024,CHN,F,Fencing,0,0,0,9
1996,CHN,F,Football,0,0,1,15
2000,CHN,F,Football,0,0,0,13
2004,CHN,F,Football,0,0,0,15
2008,CHN,F,Football,0,0,0,16
2016,CHN,F,Football,0,0,0,15
2020,CHN,F,Football,0,0,0,22
2016,CHN,F,Golf,1,0,0,2
2020,CHN,F,Golf,0,0,0,2
2024,CHN,F,Golf,1,0,0,2
1984,CHN,F,Gymnastics,1,1,0,8
1988,CHN,F,Gymnastics,0,0,0,8
1992,CHN,F,Gymnastics,0,1,1,8
1996,CHN,F,Gymnastics,0,0,2,14
2000,CHN,F,Gymnastics,2,1,1,7
2004,CHN,F,Gymnastics,2,0,0,14
2008,CHN,F,Gymnastics,4,3,1,15
2012,CHN,F,Gymnastics,1,1,3,8
2016,CHN,F,Gymnastics,2,0,0,13
2020,CHN,F,Gymnastics,0,2,2,13
2024,CHN,F,Gymnastics,0,1,2,13
1984,CHN,F,Handball,1,0,0,13
1988,CHN,F,Handball,0,0,0,12
1996,CHN,F,Handball,0,0,0,12
2004,CHN,F,Handball,0,0,0,14
2008,CHN,F,Handball,0,0,0,15
2000,CHN,F,Hockey,0,0,0,15
2004,CHN,F,Hockey,0,0,0,16
2008,CHN,F,Hockey,0,0,1,16
2012,CHN,F,Hockey,0,0,0,16
2016,CHN,F,Hockey,0,0,0,17
2020,CHN,F,Hockey,0,0,0,18
2024,CHN,F,Hockey,0,0,1,17
1992,CHN,F,Judo,2,1,0,6
1996,CHN,F,Judo,1,1,0,7
2000,CHN,F,Judo,1,2,1,7
2004,CHN,F,Judo,3,1,1,7
2008,CHN,F,Judo,1,3,0,7
2012,CHN,F,Judo,1,0,1,7
2016,CHN,F,Judo,1,0,0,5
2020,CHN,F,Judo,0,0,0,6
2024,CHN,F,Judo,1,0,0,6
2020,CHN,F,Karate,1,0,1,2
2000,CHN,F,Modern Pentathlon,0,0,0,1
2004,CHN,F,Modern Pentathlon,0,0,0,2
2008,CHN,F,Modern Pentathlon,0,0,0,2
